UNIQUEID,QUANTITYORDERED,PRICEEACH,SALES,DEALSIZE
4003,38,$100.00 ,"$6,276.46 ",Medium
3364,27,$36.21 ,$977.67 ,Small
2742,55,$79.98 ,"$4,398.90 ",Medium
5125,32,$100.00 ,"$3,307.20 ",Medium
2225,39,$40.40 ,"$1,575.60 ",Small
5236,48,$62.45 ,"$2,997.60 ",Small
4073,42,$100.00 ,"$5,013.54 ",Medium
5331,40,$84.77 ,"$3,390.80 ",Medium
1133,30,$100.00 ,"$3,098.70 ",Medium
2910,55,$100.00 ,"$6,482.85 ",Medium
2672,29,$100.00 ,"$3,713.16 ",Medium
1230,39,$59.16 ,"$2,307.24 ",Small
1923,31,$71.02 ,"$2,201.62 ",Small
1681,40,$50.62 ,"$2,024.80 ",Small
3347,38,$100.00 ,"$4,682.36 ",Medium
2422,30,$88.60 ,"$2,658.00 ",Small
1185,55,$87.75 ,"$4,826.25 ",Medium
1973,29,$100.00 ,"$4,094.51 ",Medium
4135,34,$100.00 ,"$3,644.12 ",Medium
1601,45,$100.00 ,"$7,650.00 ",Large
2381,40,$56.91 ,"$2,276.40 ",Small
3694,30,$100.00 ,"$3,928.20 ",Medium
2641,21,$100.00 ,"$2,203.11 ",Small
1063,26,$63.43 ,"$1,649.18 ",Small
5328,29,$59.53 ,"$1,726.37 ",Small
2996,20,$35.18 ,$703.60 ,Small
3507,43,$53.76 ,"$2,311.68 ",Small
3247,30,$100.00 ,"$3,944.70 ",Medium
5963,27,$100.00 ,"$4,428.00 ",Medium
1674,29,$100.00 ,"$3,586.43 ",Medium
5522,42,$49.60 ,"$2,083.20 ",Small
1566,42,$36.11 ,"$1,516.62 ",Small
2463,21,$58.95 ,"$1,237.95 ",Small
2980,50,$100.00 ,"$6,834.50 ",Medium
5438,21,$100.00 ,"$4,815.30 ",Medium
3623,48,$100.00 ,"$4,814.40 ",Medium
5332,34,$64.96 ,"$2,208.64 ",Small
2535,45,$100.00 ,"$4,948.20 ",Medium
3177,26,$100.00 ,"$2,656.94 ",Small
1389,45,$100.00 ,"$5,884.65 ",Medium
4773,25,$100.00 ,"$2,876.75 ",Small
5999,24,$87.24 ,"$2,093.76 ",Small
1145,24,$100.00 ,"$3,325.92 ",Medium
3176,26,$95.88 ,"$2,492.88 ",Small
5063,22,$97.44 ,"$2,143.68 ",Small
2240,26,$100.00 ,"$4,408.56 ",Medium
3662,48,$100.00 ,"$5,232.96 ",Medium
5333,38,$100.00 ,"$6,719.54 ",Medium
2097,38,$100.00 ,"$5,223.48 ",Medium
5430,48,$100.00 ,"$7,396.80 ",Large
4598,34,$100.00 ,"$4,394.84 ",Medium
3112,48,$47.40 ,"$2,275.20 ",Small
3254,36,$37.13 ,"$1,336.68 ",Small
3008,23,$100.00 ,"$3,182.97 ",Medium
4844,33,$46.53 ,"$1,535.49 ",Small
4628,26,$75.47 ,"$1,962.22 ",Small
2528,43,$64.97 ,"$2,793.71 ",Small
4952,44,$100.00 ,"$5,191.12 ",Medium
1751,41,$93.04 ,"$3,814.64 ",Medium
2200,30,$100.00 ,"$3,023.10 ",Medium
2965,34,$50.33 ,"$1,711.22 ",Small
1519,30,$100.00 ,"$3,021.00 ",Medium
3117,25,$60.34 ,"$1,508.50 ",Small
1324,27,$100.00 ,"$4,406.40 ",Medium
2236,31,$71.40 ,"$2,213.40 ",Small
3465,44,$100.00 ,"$6,490.88 ",Medium
1258,46,$76.67 ,"$3,526.82 ",Medium
3238,28,$100.00 ,"$2,924.32 ",Small
5392,29,$75.35 ,"$2,185.15 ",Small
2142,31,$77.34 ,"$2,397.54 ",Small
2638,25,$100.00 ,"$2,854.75 ",Small
2928,20,$100.00 ,"$2,244.40 ",Small
1756,39,$99.52 ,"$3,881.28 ",Medium
1743,20,$100.00 ,"$3,374.60 ",Medium
3280,25,$74.68 ,"$1,867.00 ",Small
2331,38,$68.38 ,"$2,598.44 ",Small
5251,34,$59.37 ,"$2,018.58 ",Small
2053,23,$100.00 ,"$2,352.67 ",Small
2677,49,$100.00 ,"$4,935.28 ",Medium
5206,22,$75.51 ,"$1,661.22 ",Small
4888,49,$52.64 ,"$2,579.36 ",Small
3832,27,$100.00 ,"$3,515.67 ",Medium
1111,28,$71.73 ,"$2,008.44 ",Small
3494,35,$89.90 ,"$3,146.50 ",Medium
4492,46,$81.17 ,"$3,733.82 ",Medium
4124,40,$44.51 ,"$1,780.40 ",Small
4754,40,$82.21 ,"$3,288.40 ",Medium
5771,39,$100.00 ,"$5,043.87 ",Medium
5560,48,$68.80 ,"$3,302.40 ",Medium
1874,43,$81.95 ,"$3,523.85 ",Medium
2311,23,$100.00 ,"$3,177.91 ",Medium
5607,31,$53.47 ,"$1,657.57 ",Small
2707,25,$100.00 ,"$4,203.50 ",Medium
1090,41,$70.65 ,"$2,896.65 ",Small
2287,36,$38.52 ,"$1,386.72 ",Small
2899,44,$62.45 ,"$2,747.80 ",Small
2347,32,$100.00 ,"$5,302.72 ",Medium
1904,28,$95.39 ,"$2,670.92 ",Small
2671,38,$39.83 ,"$1,513.54 ",Small
1724,40,$100.00 ,"$4,326.80 ",Medium
1205,43,$97.60 ,"$4,196.80 ",Medium
1066,50,$50.18 ,"$2,509.00 ",Small
5011,22,$72.41 ,"$1,593.02 ",Small
3425,27,$64.69 ,"$1,746.63 ",Small
1889,29,$100.00 ,"$3,630.22 ",Medium
5981,30,$100.00 ,"$4,462.20 ",Medium
5660,48,$100.00 ,"$9,720.00 ",Large
2140,26,$31.86 ,$828.36 ,Small
2513,26,$100.00 ,"$3,937.70 ",Medium
4524,32,$100.00 ,"$5,691.84 ",Medium
4620,43,$100.00 ,"$5,780.92 ",Medium
1242,49,$100.00 ,"$5,960.36 ",Medium
3402,49,$55.34 ,"$2,711.66 ",Small
4592,42,$64.16 ,"$2,694.72 ",Small
3470,39,$98.00 ,"$3,822.00 ",Medium
1974,20,$100.00 ,"$2,428.00 ",Small
5137,20,$36.42 ,$728.40 ,Small
4407,41,$61.99 ,"$2,541.59 ",Small
5699,41,$87.13 ,"$3,572.33 ",Medium
5017,49,$70.58 ,"$3,458.42 ",Medium
1220,44,$100.00 ,"$5,160.76 ",Medium
5119,32,$93.49 ,"$2,991.68 ",Small
4494,25,$100.00 ,"$2,604.25 ",Small
5841,25,$100.00 ,"$2,528.25 ",Small
3943,28,$100.00 ,"$3,559.64 ",Medium
4555,30,$100.00 ,"$5,302.80 ",Medium
4721,44,$60.76 ,"$2,673.44 ",Small
1684,41,$100.00 ,"$5,684.65 ",Medium
3767,36,$82.94 ,"$2,985.84 ",Small
1494,41,$100.00 ,"$6,847.00 ",Medium
5782,41,$100.00 ,"$4,428.00 ",Medium
4488,36,$100.00 ,"$5,669.64 ",Medium
2877,27,$100.00 ,"$3,761.37 ",Medium
5739,48,$54.68 ,"$2,624.64 ",Small
4650,42,$100.00 ,"$4,764.48 ",Medium
1544,49,$62.09 ,"$3,042.41 ",Medium
3512,22,$100.00 ,"$2,603.04 ",Small
3107,36,$100.00 ,"$6,358.68 ",Medium
2154,22,$100.00 ,"$4,301.22 ",Medium
2504,46,$100.00 ,"$4,896.70 ",Medium
3791,25,$64.93 ,"$1,623.25 ",Small
4843,20,$72.55 ,"$1,451.00 ",Small
2072,26,$51.15 ,"$1,329.90 ",Small
5083,34,$100.00 ,"$3,871.92 ",Medium
1227,26,$100.00 ,"$3,710.98 ",Medium
4612,25,$62.46 ,"$1,561.50 ",Small
1009,49,$72.33 ,"$3,544.17 ",Medium
2295,33,$82.59 ,"$2,725.47 ",Small
3994,20,$60.54 ,"$1,210.80 ",Small
5894,24,$45.39 ,"$1,089.36 ",Small
2611,26,$100.00 ,"$2,754.70 ",Small
4297,44,$72.42 ,"$3,186.48 ",Medium
3415,44,$100.00 ,"$5,001.92 ",Medium
3477,35,$100.00 ,"$4,277.35 ",Medium
2066,23,$95.20 ,"$2,189.60 ",Small
5787,22,$100.00 ,"$3,664.10 ",Medium
1158,22,$100.00 ,"$3,877.06 ",Medium
4593,23,$49.67 ,"$1,142.41 ",Small
1536,50,$96.92 ,"$4,846.00 ",Medium
2428,33,$85.39 ,"$2,817.87 ",Small
3992,34,$96.73 ,"$3,288.82 ",Medium
2298,34,$81.62 ,"$2,775.08 ",Small
3853,46,$88.45 ,"$4,068.70 ",Medium
2350,22,$100.00 ,"$3,686.54 ",Medium
1852,46,$60.30 ,"$2,773.80 ",Small
5718,24,$100.00 ,"$4,142.64 ",Medium
3748,32,$89.12 ,"$2,851.84 ",Small
2182,28,$58.18 ,"$1,629.04 ",Small
5244,21,$100.00 ,"$3,595.62 ",Medium
3927,43,$61.23 ,"$2,632.89 ",Small
1739,21,$100.00 ,"$2,447.76 ",Small
5255,31,$94.58 ,"$2,931.98 ",Small
5444,43,$100.00 ,"$5,154.41 ",Medium
3869,50,$100.00 ,"$6,576.50 ",Medium
4366,48,$48.28 ,"$2,317.44 ",Small
4102,30,$87.06 ,"$2,611.80 ",Small
2631,22,$100.00 ,"$3,425.18 ",Medium
1206,44,$100.00 ,"$4,984.32 ",Medium
2767,34,$100.00 ,"$4,207.84 ",Medium
4909,49,$100.00 ,"$6,144.60 ",Medium
5109,34,$100.00 ,"$6,275.72 ",Medium
3751,49,$56.30 ,"$2,758.70 ",Small
1686,37,$100.00 ,"$4,703.81 ",Medium
1499,45,$100.00 ,"$8,884.80 ",Large
5416,27,$100.00 ,"$4,196.07 ",Medium
5213,32,$94.79 ,"$3,033.28 ",Medium
3854,46,$100.00 ,"$4,808.38 ",Medium
1803,43,$62.72 ,"$2,696.96 ",Small
3922,44,$85.25 ,"$3,751.00 ",Medium
3119,21,$60.37 ,"$1,267.77 ",Small
2361,38,$38.50 ,"$1,463.00 ",Small
2806,23,$36.29 ,$834.67 ,Small
1740,28,$30.59 ,$856.52 ,Small
3813,36,$100.00 ,"$5,018.40 ",Medium
1985,40,$100.00 ,"$4,107.20 ",Medium
5440,31,$100.00 ,"$4,223.13 ",Medium
5044,46,$79.62 ,"$3,662.52 ",Medium
3879,20,$99.58 ,"$1,991.60 ",Small
4321,46,$37.34 ,"$1,717.64 ",Small
2876,41,$100.00 ,"$4,514.92 ",Medium
5463,35,$65.63 ,"$2,297.05 ",Small
4583,49,$100.00 ,"$8,470.14 ",Large
4801,27,$100.00 ,"$3,911.49 ",Medium
1134,44,$100.00 ,"$9,240.44 ",Large
3847,32,$98.63 ,"$3,156.16 ",Medium
2663,22,$100.00 ,"$3,949.00 ",Medium
2515,22,$96.86 ,"$2,130.92 ",Small
5051,42,$100.00 ,"$4,581.36 ",Medium
2169,28,$44.21 ,"$1,237.88 ",Small
2717,21,$94.22 ,"$1,978.62 ",Small
1187,27,$56.85 ,"$1,534.95 ",Small
3157,45,$73.08 ,"$3,288.60 ",Medium
1179,29,$57.53 ,"$1,668.37 ",Small
5367,20,$100.00 ,"$2,730.00 ",Small
3893,40,$86.92 ,"$3,476.80 ",Medium
4896,25,$100.00 ,"$3,160.25 ",Medium
4352,32,$100.00 ,"$3,560.64 ",Medium
5116,49,$35.71 ,"$1,749.79 ",Small
2214,25,$100.00 ,"$2,602.25 ",Small
1243,25,$97.27 ,"$2,431.75 ",Small
4882,20,$100.00 ,"$3,449.40 ",Medium
5070,45,$100.00 ,"$5,545.80 ",Medium
2044,28,$50.32 ,"$1,408.96 ",Small
5847,26,$100.00 ,"$4,044.04 ",Medium
2834,20,$66.47 ,"$1,329.40 ",Small
4183,30,$99.55 ,"$2,986.50 ",Small
1225,48,$56.55 ,"$2,714.40 ",Small
2669,34,$100.00 ,"$4,301.34 ",Medium
5878,40,$100.00 ,"$5,862.00 ",Medium
5900,34,$100.00 ,"$5,941.50 ",Medium
2857,28,$100.00 ,"$3,862.88 ",Medium
1469,25,$84.71 ,"$2,117.75 ",Small
4455,48,$100.00 ,"$7,031.52 ",Large
2152,41,$86.89 ,"$3,562.49 ",Medium
3085,37,$100.00 ,"$3,910.53 ",Medium
5142,24,$58.58 ,"$1,405.92 ",Small
5688,44,$100.00 ,"$4,496.80 ",Medium
5202,39,$100.00 ,"$4,046.25 ",Medium
2739,28,$57.55 ,"$1,611.40 ",Small
2048,22,$86.74 ,"$1,908.28 ",Small
5761,50,$60.49 ,"$3,024.50 ",Medium
4815,38,$70.44 ,"$2,676.72 ",Small
4055,33,$57.32 ,"$1,891.56 ",Small
1459,46,$66.00 ,"$3,036.00 ",Medium
3790,23,$100.00 ,"$2,394.30 ",Small
5310,39,$73.00 ,"$2,847.00 ",Small
2027,44,$100.00 ,"$4,627.92 ",Medium
3436,32,$84.41 ,"$2,701.12 ",Small
1081,41,$70.33 ,"$2,883.53 ",Small
5767,34,$96.34 ,"$3,275.56 ",Medium
2995,37,$100.00 ,"$4,025.60 ",Medium
1486,45,$55.62 ,"$2,502.90 ",Small
3627,25,$64.97 ,"$1,624.25 ",Small
1348,29,$100.00 ,"$3,978.51 ",Medium
5343,39,$100.00 ,"$5,288.01 ",Medium
1628,22,$100.00 ,"$3,834.38 ",Medium
2919,42,$69.27 ,"$2,909.34 ",Small
4039,22,$53.30 ,"$1,172.60 ",Small
2544,38,$100.00 ,"$4,197.10 ",Medium
3690,46,$94.10 ,"$4,328.60 ",Medium
3653,21,$34.91 ,$733.11 ,Small
3525,45,$76.00 ,"$3,420.00 ",Medium
4131,49,$78.92 ,"$3,867.08 ",Medium
1911,23,$100.00 ,"$2,443.29 ",Small
2935,20,$100.00 ,"$2,046.00 ",Small
3474,43,$100.00 ,"$10,039.60 ",Large
2351,37,$100.00 ,"$6,353.27 ",Medium
1813,44,$82.26 ,"$3,619.44 ",Medium
3993,41,$100.00 ,"$4,701.88 ",Medium
5320,49,$65.80 ,"$3,224.20 ",Medium
1642,49,$100.00 ,"$5,406.66 ",Medium
4542,37,$81.87 ,"$3,029.19 ",Medium
5100,33,$100.00 ,"$3,856.71 ",Medium
2729,25,$66.73 ,"$1,668.25 ",Small
4105,44,$100.00 ,"$5,208.72 ",Medium
1934,35,$100.00 ,"$3,987.20 ",Medium
2994,24,$67.83 ,"$1,627.92 ",Small
3372,50,$100.00 ,"$5,182.00 ",Medium
5642,35,$100.00 ,"$5,895.05 ",Medium
3899,31,$67.76 ,"$2,100.56 ",Small
5237,36,$100.00 ,"$4,352.76 ",Medium
1333,39,$100.00 ,"$7,264.53 ",Large
4707,34,$42.64 ,"$1,449.76 ",Small
4163,39,$100.00 ,"$5,399.55 ",Medium
2288,27,$49.30 ,"$1,331.10 ",Small
5319,29,$100.00 ,"$5,127.20 ",Medium
5496,22,$100.00 ,"$2,464.00 ",Small
5921,43,$96.49 ,"$4,149.07 ",Medium
1154,32,$70.83 ,"$2,266.56 ",Small
2820,28,$100.00 ,"$4,609.64 ",Medium
4365,49,$67.14 ,"$3,289.86 ",Medium
3650,32,$100.00 ,"$3,970.56 ",Medium
2378,41,$100.00 ,"$5,856.85 ",Medium
4408,46,$41.54 ,"$1,910.84 ",Small
2884,33,$53.27 ,"$1,757.91 ",Small
4709,41,$100.00 ,"$4,894.17 ",Medium
3619,40,$82.46 ,"$3,298.40 ",Medium
5667,27,$93.16 ,"$2,515.32 ",Small
4530,40,$100.00 ,"$4,931.60 ",Medium
5431,21,$47.18 ,$990.78 ,Small
2224,32,$100.00 ,"$3,376.64 ",Medium
1277,24,$100.00 ,"$4,536.00 ",Medium
1191,34,$100.00 ,"$3,441.82 ",Medium
3299,32,$70.56 ,"$2,257.92 ",Small
5185,27,$68.35 ,"$1,845.45 ",Small
3520,36,$37.50 ,"$1,350.00 ",Small
5292,44,$36.29 ,"$1,596.76 ",Small
5910,44,$79.06 ,"$3,478.64 ",Medium
3707,34,$100.00 ,"$3,953.18 ",Medium
4191,43,$95.03 ,"$4,086.29 ",Medium
5544,36,$100.00 ,"$8,254.80 ",Large
1515,37,$100.00 ,"$6,231.54 ",Medium
4552,34,$100.00 ,"$3,823.64 ",Medium
5045,20,$100.00 ,"$2,952.00 ",Small
3154,37,$100.00 ,"$4,071.85 ",Medium
5093,34,$95.35 ,"$3,241.90 ",Medium
2012,32,$66.58 ,"$2,130.56 ",Small
5543,48,$98.00 ,"$4,704.00 ",Medium
5097,25,$52.83 ,"$1,320.75 ",Small
2972,25,$88.00 ,"$2,200.00 ",Small
5803,35,$48.62 ,"$1,701.70 ",Small
3486,41,$100.00 ,"$4,319.76 ",Medium
5952,40,$68.08 ,"$2,723.20 ",Small
4001,35,$100.00 ,"$4,288.20 ",Medium
5159,50,$100.00 ,"$8,935.50 ",Large
4883,39,$100.00 ,"$4,890.60 ",Medium
3292,39,$100.00 ,"$7,827.30 ",Large
5289,20,$100.00 ,"$2,654.40 ",Small
4902,33,$100.00 ,"$4,592.61 ",Medium
4022,26,$100.00 ,"$2,708.42 ",Small
3793,48,$100.00 ,"$6,799.68 ",Medium
3057,34,$54.84 ,"$1,864.56 ",Small
2436,27,$100.00 ,"$3,843.99 ",Medium
1311,24,$61.52 ,"$1,476.48 ",Small
3684,47,$100.00 ,"$6,869.05 ",Medium
1867,26,$100.00 ,"$3,340.48 ",Medium
1607,38,$100.00 ,"$5,340.90 ",Medium
4410,28,$58.58 ,"$1,640.24 ",Small
3060,22,$91.76 ,"$2,018.72 ",Small
5172,40,$100.00 ,"$6,089.60 ",Medium
4525,21,$93.91 ,"$1,972.11 ",Small
1178,32,$53.18 ,"$1,701.76 ",Small
4830,44,$36.07 ,"$1,587.08 ",Small
3078,29,$100.00 ,"$3,087.05 ",Medium
2989,38,$60.06 ,"$2,282.28 ",Small
5344,34,$100.00 ,"$4,846.70 ",Medium
4120,28,$80.54 ,"$2,255.12 ",Small
2539,43,$97.87 ,"$4,208.41 ",Medium
5028,49,$100.00 ,"$6,397.44 ",Medium
2026,37,$85.54 ,"$3,164.98 ",Medium
4096,25,$77.34 ,"$1,933.50 ",Small
4195,25,$54.57 ,"$1,364.25 ",Small
4818,21,$74.77 ,"$1,570.17 ",Small
3647,37,$93.01 ,"$3,441.37 ",Medium
1496,22,$57.55 ,"$1,266.10 ",Small
2785,33,$41.71 ,"$1,376.43 ",Small
1388,39,$55.96 ,"$2,182.44 ",Small
1730,35,$63.76 ,"$2,231.60 ",Small
2584,41,$73.32 ,"$3,006.12 ",Medium
4272,50,$63.34 ,"$3,167.00 ",Medium
4916,29,$85.76 ,"$2,487.04 ",Small
2688,37,$83.84 ,"$3,102.08 ",Medium
3628,37,$100.00 ,"$5,017.57 ",Medium
2275,32,$94.34 ,"$3,018.88 ",Medium
5635,45,$92.08 ,"$4,143.60 ",Medium
2080,30,$95.48 ,"$2,864.40 ",Small
4465,44,$86.40 ,"$3,801.60 ",Medium
4401,50,$87.15 ,"$4,357.50 ",Medium
4262,43,$100.00 ,"$5,417.57 ",Medium
2109,44,$94.90 ,"$4,175.60 ",Medium
2580,42,$76.36 ,"$3,207.12 ",Medium
3391,50,$44.51 ,"$2,225.50 ",Small
5128,21,$86.77 ,"$1,822.17 ",Small
1342,26,$99.04 ,"$2,575.04 ",Small
1314,44,$100.00 ,"$5,951.44 ",Medium
5734,25,$72.38 ,"$1,809.50 ",Small
4736,36,$70.26 ,"$2,529.36 ",Small
3255,47,$100.00 ,"$5,243.79 ",Medium
5983,49,$79.22 ,"$3,881.78 ",Medium
4094,39,$100.00 ,"$6,981.00 ",Medium
1202,45,$100.00 ,"$4,597.65 ",Medium
3032,49,$81.40 ,"$3,988.60 ",Medium
2720,35,$100.00 ,"$3,918.95 ",Medium
2499,27,$100.00 ,"$3,211.38 ",Medium
5724,46,$100.00 ,"$10,066.60 ",Large
3573,50,$100.00 ,"$7,154.50 ",Large
3067,36,$93.77 ,"$3,375.72 ",Medium
3582,34,$43.05 ,"$1,463.70 ",Small
1497,31,$98.99 ,"$3,068.69 ",Medium
3733,26,$78.11 ,"$2,030.86 ",Small
5139,40,$100.00 ,"$5,491.60 ",Medium
3081,50,$100.00 ,"$7,397.00 ",Large
1603,36,$100.00 ,"$5,079.96 ",Medium
1785,49,$100.00 ,"$6,862.94 ",Medium
1123,35,$65.13 ,"$2,279.55 ",Small
1180,37,$100.00 ,"$4,894.73 ",Medium
5928,46,$52.84 ,"$2,430.64 ",Small
5823,45,$100.00 ,"$6,763.05 ",Medium
2087,30,$82.42 ,"$2,472.60 ",Small
1197,41,$44.56 ,"$1,826.96 ",Small
1080,45,$48.98 ,"$2,204.10 ",Small
2542,22,$100.00 ,"$3,491.18 ",Medium
1530,24,$100.00 ,"$2,416.56 ",Small
4582,37,$46.90 ,"$1,735.30 ",Small
4470,39,$63.20 ,"$2,464.80 ",Small
1754,29,$85.10 ,"$2,467.90 ",Small
4544,35,$100.00 ,"$5,548.90 ",Medium
1988,42,$100.00 ,"$4,998.00 ",Medium
4432,44,$38.50 ,"$1,694.00 ",Small
5955,32,$45.25 ,"$1,448.00 ",Small
5558,33,$100.00 ,"$8,344.71 ",Large
1665,24,$100.00 ,"$4,042.08 ",Medium
2814,37,$59.96 ,"$2,218.52 ",Small
1275,29,$86.92 ,"$2,520.68 ",Small
3093,36,$100.00 ,"$4,035.96 ",Medium
2450,22,$100.00 ,"$3,353.02 ",Medium
1071,37,$100.00 ,"$6,376.58 ",Medium
5797,31,$50.29 ,"$1,558.99 ",Small
3190,46,$38.90 ,"$1,789.40 ",Small
3351,37,$100.00 ,"$5,207.75 ",Medium
5381,36,$62.77 ,"$2,259.72 ",Small
5519,30,$60.28 ,"$1,808.40 ",Small
4484,32,$100.00 ,"$3,370.56 ",Medium
3084,33,$69.12 ,"$2,280.96 ",Small
1096,46,$100.00 ,"$5,692.96 ",Medium
4240,45,$100.00 ,"$8,977.05 ",Large
2406,33,$100.00 ,"$6,109.29 ",Medium
1809,33,$100.00 ,"$5,273.73 ",Medium
2799,24,$89.75 ,"$2,154.00 ",Small
3511,45,$100.00 ,"$4,739.40 ",Medium
4040,49,$100.00 ,"$5,720.75 ",Medium
2395,27,$83.20 ,"$2,246.40 ",Small
5909,37,$90.57 ,"$3,351.09 ",Medium
4868,39,$66.67 ,"$2,600.13 ",Small
1095,32,$80.55 ,"$2,577.60 ",Small
5931,22,$66.50 ,"$1,463.00 ",Small
1946,48,$100.00 ,"$5,192.64 ",Medium
3326,36,$100.00 ,"$3,789.72 ",Medium
1924,34,$62.24 ,"$2,116.16 ",Small
3058,33,$100.00 ,"$4,215.09 ",Medium
4666,34,$76.88 ,"$2,613.92 ",Small
1752,28,$72.26 ,"$2,023.28 ",Small
5154,45,$100.00 ,"$4,811.85 ",Medium
4938,43,$100.00 ,"$5,552.16 ",Medium
5066,28,$57.55 ,"$1,611.40 ",Small
2751,34,$71.67 ,"$2,436.78 ",Small
2319,41,$68.24 ,"$2,797.84 ",Small
3273,45,$78.25 ,"$3,521.25 ",Medium
5204,22,$67.41 ,"$1,483.02 ",Small
2148,49,$36.66 ,"$1,796.34 ",Small
2207,47,$87.69 ,"$4,121.43 ",Medium
2679,36,$100.00 ,"$3,910.32 ",Medium
3848,22,$86.76 ,"$1,908.72 ",Small
4247,23,$100.00 ,"$2,810.83 ",Small
3497,29,$65.60 ,"$1,902.40 ",Small
1999,36,$87.36 ,"$3,144.96 ",Medium
4070,34,$40.22 ,"$1,367.48 ",Small
3645,64,$100.00 ,"$9,661.44 ",Large
2754,34,$100.00 ,"$6,433.82 ",Medium
5614,30,$74.84 ,"$2,245.20 ",Small
3126,58,$100.00 ,"$7,307.42 ",Large
5313,24,$61.66 ,"$1,479.84 ",Small
3908,38,$57.20 ,"$2,173.60 ",Small
4783,42,$72.96 ,"$3,064.32 ",Medium
2410,46,$87.80 ,"$4,038.80 ",Medium
4149,20,$56.12 ,"$1,122.40 ",Small
3840,42,$76.03 ,"$3,193.26 ",Medium
3523,38,$96.29 ,"$3,659.02 ",Medium
1746,64,$60.05 ,"$3,843.20 ",Medium
2907,52,$81.14 ,"$4,219.28 ",Medium
4317,49,$100.00 ,"$4,992.61 ",Medium
2468,62,$77.73 ,"$4,819.26 ",Medium
4532,56,$35.35 ,"$1,979.60 ",Small
1159,11,$100.00 ,"$1,135.31 ",Small
3819,85,$88.75 ,"$7,543.75 ",Large
1632,21,$96.11 ,"$2,018.31 ",Small
1723,77,$92.00 ,"$7,084.00 ",Large
3519,28,$72.55 ,"$2,031.40 ",Small
3999,45,$100.00 ,"$5,833.80 ",Medium
5811,55,$55.72 ,"$3,064.60 ",Medium
1264,59,$87.60 ,"$5,168.40 ",Medium
2370,24,$100.00 ,"$2,434.56 ",Small
5123,66,$100.00 ,"$11,886.60 ",Large
3313,66,$100.00 ,"$8,648.64 ",Large
2534,36,$52.22 ,"$1,879.92 ",Small
1528,46,$100.00 ,"$5,287.70 ",Medium
4280,27,$79.65 ,"$2,150.55 ",Small
5661,30,$40.23 ,"$1,206.90 ",Small
3182,45,$100.00 ,"$5,189.40 ",Medium
1110,31,$68.34 ,"$2,118.54 ",Small
2551,97,$93.28 ,"$9,048.16 ",Large
1824,61,$73.92 ,"$4,509.12 ",Medium
3441,55,$100.00 ,"$8,289.05 ",Large
3123,47,$44.56 ,"$2,094.32 ",Small
2322,76,$100.00 ,"$11,739.70 ",Large
4080,61,$100.00 ,"$8,374.69 ",Large
3946,48,$100.00 ,"$7,169.28 ",Large
1057,65,$100.00 ,"$10,468.90 ",Large
3446,59,$100.00 ,"$7,048.14 ",Large
3687,76,$100.00 ,"$14,082.80 ",Large
4545,42,$72.65 ,"$3,051.30 ",Medium
4780,41,$100.00 ,"$6,386.16 ",Medium
5818,6,$90.19 ,$541.14 ,Small
2279,66,$66.99 ,"$4,421.34 ",Medium
2037,26,$76.43 ,"$1,987.18 ",Small
5815,64,$40.25 ,"$2,576.00 ",Small
4082,76,$94.50 ,"$7,182.00 ",Large
1748,59,$98.65 ,"$5,820.35 ",Medium
5991,13,$81.33 ,"$1,057.29 ",Small
5552,43,$86.73 ,"$3,729.39 ",Medium
4699,15,$36.93 ,$553.95 ,Small
2380,6,$100.00 ,$785.64 ,Small
1560,61,$29.54 ,"$1,801.94 ",Small
5375,23,$100.00 ,"$4,140.23 ",Medium
3630,27,$100.00 ,"$4,427.73 ",Medium
2703,40,$100.00 ,"$6,232.00 ",Medium
3601,27,$100.00 ,"$3,213.00 ",Medium
5798,46,$100.00 ,"$5,235.72 ",Medium
2955,35,$59.87 ,"$2,095.45 ",Small
4496,26,$100.00 ,"$2,904.72 ",Small
1558,27,$69.16 ,"$1,867.32 ",Small
5553,34,$100.00 ,"$3,576.80 ",Medium
3052,54,$100.00 ,"$5,951.34 ",Medium
5306,41,$100.00 ,"$6,712.93 ",Medium
5307,56,$98.18 ,"$5,498.08 ",Medium
3386,47,$61.99 ,"$2,913.53 ",Small
2973,60,$100.00 ,"$11,887.80 ",Large
2684,21,$52.60 ,"$1,104.60 ",Small
2621,70,$100.00 ,"$8,498.00 ",Large
2543,30,$36.07 ,"$1,082.10 ",Small
1078,31,$100.00 ,"$4,253.20 ",Medium
2210,19,$48.70 ,$925.30 ,Small
5290,26,$100.00 ,"$3,460.86 ",Medium
1860,36,$100.00 ,"$8,677.80 ",Large
3919,47,$100.00 ,"$8,236.75 ",Large
4819,22,$100.00 ,"$3,387.78 ",Medium
2449,49,$100.00 ,"$6,896.75 ",Medium
4793,24,$49.71 ,"$1,193.04 ",Small
3350,51,$63.85 ,"$3,256.35 ",Medium
4306,19,$100.00 ,"$2,764.88 ",Small
5584,44,$73.98 ,"$3,255.12 ",Medium
2261,41,$100.00 ,"$4,872.03 ",Medium
2063,48,$100.00 ,"$5,808.48 ",Medium
3428,16,$75.48 ,"$1,207.68 ",Small
2263,23,$100.00 ,"$3,335.23 ",Medium
3353,60,$100.00 ,"$6,107.40 ",Medium
4866,51,$76.31 ,"$3,891.81 ",Medium
4652,37,$71.34 ,"$2,639.58 ",Small
